候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-40-00000098,福岡県,000098,西日本住宅株式会社,福岡県,2026-08-13,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=40&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-19,https://nishinihonjyutaku.jimdofree.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（20点: 売主・オーナー直結・問い合わせ導線）
MLIT-40-00000708,福岡県,000708,親和産業株式会社,福岡県,2026-08-13,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=40&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-20,https://www.shinwa-net.co.jp/company.php,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。公開法人メール: info@shinwa-net.co.jp。物上げ適性C（5点: 問い合わせ導線）
MLIT-40-00000803,福岡県,000803,株式会社芳賀,福岡県,2026-08-13,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=40&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-20,https://www.big-advance.site/c/160/1756/profile,公式サイト自動確認（確信度中・75点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-26-00000078,京都府,000078,株式会社タイセイ,京都府,2026-08-14,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=26&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-21,https://ozakigroup.jp/taisei/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-26-00000308,京都府,000308,株式会社中井商店,京都府,2026-08-14,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=26&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-22,https://kobonavi.co.jp/company/2010501009512,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-28-00000501,兵庫県,000501,株式会社和興不動産,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-23,https://wakou-kobe.co.jp/anet%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-28-00000576,兵庫県,000576,長野工務店,兵庫県,2026-08-15,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=28&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-23,https://tsukulink.net/osaka/city_272116/236696,公式サイト自動確認（確信度高・90点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-34-00000014,広島県,000014,株式会社弘億開発,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-23,https://kaisharesearch.com/company/detail/5240001009920/,公式サイト自動確認（確信度中・75点）
MLIT-34-00000144,広島県,000144,広商事株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-24,https://compalyze.co.jp/company/1240001026408,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-34-00000279,広島県,000279,まるべに不動産株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-24,https://data-link-plus.com/jp/corporation/9240001038560,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-34-00000306,広島県,000306,大蔵商事株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-24,https://www.ookura.co.jp/,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-34-00000499,広島県,000499,広島総合開発株式会社,広島県,2026-08-16,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=34&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-24,https://kaisharesearch.com/company/detail/1240001009288/,公式サイト自動確認（確信度中・75点）
MLIT-02-00000167,青森県,000167,宝不動産株式会社,青森県,2026-08-18,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=02&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-26,https://www.srm-hachinohe.com/company/,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-03-00001058,岩手県,001058,東北土地開発株式会社,岩手県,2026-08-19,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=03&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-28,https://www.tohoku-tochi.com/,公式サイト自動確認（確信度高・100点）。戸建て取扱表記あり。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-06-00000209,山形県,000209,株式会社ティーエムスクエア,山形県,2026-08-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=06&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-30,https://kaisharesearch.com/company/detail/7390001011802/,公式サイト自動確認（確信度中・75点）
MLIT-07-00001507,福島県,001507,株式会社白岩工務店,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-31,https://shiraiwa-jp.com/,公式サイト自動確認（確信度高・100点）。戸建て取扱表記あり。収益・投資用不動産表記あり。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-07-00001527,福島県,001527,有限会社松江,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-31,https://www.houjinbase.com/companies/%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E6%9D%BE%E6%B1%9F%E4%BC%81%E7%94%BB-3290802019066/,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-15-00000005,新潟県,000005,昭和セイシ株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-01,https://kaisharesearch.com/company/detail/2110001002643/,公式サイト自動確認（確信度中・75点）
MLIT-15-00000191,新潟県,000191,高頭不動産株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-02,https://www.takato-f.jp/,公式サイト自動確認（確信度高・90点）。戸建て取扱表記あり。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-16-00000295,富山県,000295,共同ホーム,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-03,https://www.chintai.net/shop/200000781/,公式サイト自動確認（確信度高・85点）。収益・投資用不動産表記あり。問い合わせ導線あり。物上げ適性C（20点: 売主・オーナー直結・問い合わせ導線）
MLIT-16-00000315,富山県,000315,プラザ開発,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-03,https://pulaza.jp/info/,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-16-00000347,富山県,000347,株式会社菅原工務店,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-03,https://www.sugawara-koumuten.com/works/%E3%81%A1%E3%82%87%E3%81%86%E3%81%A9%E3%81%84%E3%81%84%E8%B7%9D%E9%9B%A2%E6%84%9F%E3%81%AE%E4%BD%8F%E3%81%BE%E3%81%84/,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-17-00000152,石川県,000152,北陸鉄道株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-04,https://www.hokutetsu.co.jp/company/summary/,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-17-00000230,石川県,000230,光和土地建物株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-04,https://compalyze.co.jp/company/4220001002705,公式サイト自動確認（確信度中・70点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-17-00000252,石川県,000252,池田不動産商会,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-04,https://www.hatomarksite.com/search/zentaku/agent/00071700047,公式サイト自動確認（確信度高・85点）。戸建て取扱表記あり。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-17-00000576,石川県,000576,北国観光資源開発株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-04,https://kanazawa-agent.com/,公式サイト自動確認（確信度中・80点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-19-00000024,山梨県,000024,株式会社甲斐不動産,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-09-04,https://www.houjinbase.com/companies/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E7%94%B2%E6%96%90%E4%B8%8D%E5%8B%95%E7%94%A3-6090001005950/,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-12-00000120,千葉県,000120,小湊鉄道株式会社,千葉県,2026-07-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,品質再確認待ち,1,2026-07-23,https://ja.wikipedia.org/wiki/%E5%B0%8F%E6%B9%8A%E9%89%84%E9%81%93,公式サイトを自動確認。問い合わせ導線あり; 既存公式URLまたは電話番号を品質監査で隔離
MLIT-19-00000034,山梨県,000034,山中湖不動産株式会社,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000046,山梨県,000046,峡東振興株式会社,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000073,山梨県,000073,有限会社青沼商会,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000108,山梨県,000108,小口マタイ株式会社,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000185,山梨県,000185,有限会社山中商事,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000202,山梨県,000202,ランドハウス株式会社 ※,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000225,山梨県,000225,有限会社入戸野不動産 ※,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000285,山梨県,000285,株式会社清国不動産,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-19-00000288,山梨県,000288,有限会社遊亀不動産,山梨県,2026-08-27,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=19&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000001,長野県,000001,平和地所株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000004,長野県,000004,千代田商事株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000006,長野県,000006,有限会社ユニバーサルエステート,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000012,長野県,000012,宝屋土地建物株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000015,長野県,000015,長電建設株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000024,長野県,000024,大成産業株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000026,長野県,000026,一般社団法人軽井沢町振興公社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000059,長野県,000059,ハシバテクノス株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000067,長野県,000067,上田交通株式会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-20-00000075,長野県,000075,岡谷不動産商事有限会社,長野県,2026-08-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=20&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000048,岐阜県,000048,株式会社岐阜信販,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000065,岐阜県,000065,株式会社兼松不動産,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000146,岐阜県,000146,大和土地商事株式会社,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000148,岐阜県,000148,株式会社協和,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000183,岐阜県,000183,株式会社健栄,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000296,岐阜県,000296,加納産業合資会社,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000327,岐阜県,000327,島商事株式会社,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000355,岐阜県,000355,南部開発有限会社,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000435,岐阜県,000435,有限会社中津川不動産,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-21-00000469,岐阜県,000469,大垣不動産株式会社,岐阜県,2026-08-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=21&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
MLIT-22-00000070,静岡県,000070,合資会社丸共不動産商会 ※,静岡県,2026-08-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=22&pageCount=1&pageListNo1=1&pageListNo2=1,未調査,0,,,国土交通省公開検索から自動発見
